y_true,probability,prediction
0,0.9209674930663244,1
0,0.00813934898127273,0
0,0.0699593676871691,0
0,0.8353826064630557,1
1,0.9719329367027436,1
0,0.2503204123882811,0
0,0.1344653959941529,0
0,0.0193208524826481,0
1,0.6927845329056209,1
1,0.6520912304083714,1
0,0.08787191021437375,0
0,0.06515151905175144,0
0,0.019820906036558707,0
0,0.0023935276754662783,0
0,0.006393893239029496,0
0,0.0052373588707611855,0
0,0.4008675687417719,0
0,0.0063076669508461995,0
0,0.2787532050696005,0
0,0.24490155718762588,0
0,0.07535248134643135,0
0,0.2414497733673274,0
0,0.07101311578502349,0
1,0.9573631260695371,1
1,0.536767755176467,1
0,0.006405298333315304,0
0,0.5006752994995295,1
0,0.005715523669660929,0
0,0.27648378872664586,0
0,0.005284353684473699,0
1,0.4044636834572095,0
0,0.2221415351322975,0
0,0.8274410324294227,1
1,0.9298956616884418,1
1,0.999261956152201,1
0,0.31653794312650596,0
0,0.35601268050691687,0
0,0.01812371980797701,0
1,0.41341672195098866,0
0,0.022174445330004837,0
0,0.021792140163301835,0
0,0.6961431861874099,1
0,0.0036185254355412667,0
0,0.3112742245814397,0
0,0.02698969401612721,0
0,0.1211411963269295,0
1,0.8870936417900379,1
0,0.10503261676927114,0
0,0.10116068961488779,0
1,0.9365428733731447,1
0,0.0034825358396671194,0
0,0.030491813436099507,0
0,0.3616859817398261,0
0,0.0470369370394397,0
0,0.1636021873926785,0
0,0.679259980657937,1
1,0.44072936689391307,0
0,0.04701111880270899,0
0,0.10096498138348714,0
1,0.8993910793011396,1
1,0.7252851663273804,1
0,0.00861295899266696,0
0,0.042030572995974236,0
0,0.7394745723227659,1
1,0.9187484117395915,1
0,0.7328195299491598,1
0,0.36476913482009427,0
0,0.8365394387049452,1
0,0.04914338506158112,0
0,0.32333050319347956,0
0,0.006552641137169753,0
1,0.11433106126008657,0
0,0.49189623486045114,0
0,0.04281742485167114,0
0,0.005959818947135364,0
0,0.0038246013558847955,0
0,0.5107427244226009,1
0,0.0041403542530693005,0
0,0.1822234502084062,0
0,0.6126774067304034,1
0,0.10253779771856633,0
0,0.02841859999649274,0
0,0.02680016795786625,0
1,0.8029793508413545,1
0,0.08765278685771746,0
1,0.8121841381412036,1
1,0.6825440965538208,1
1,0.9436188371719767,1
0,0.021103261230887748,0
0,0.1850522508353792,0
0,0.40670041185791755,0
1,0.8606553180425697,1
0,0.04777425555547278,0
1,0.43218047520806524,0
0,0.05441850695255844,0
1,0.7993326155586896,1
1,0.814197245883558,1
1,0.3862032340546137,0
1,0.7889067804437263,1
0,0.010370858847344264,0
